Or_ID,C_ID,P_ID,Order_Date,Order_Time,Qty,Coupon,DP_ID
ORD00088,CUST05531,PROD08513,2024-02-17,06:12:41,2,FALSE,DP00318
ORD00089,CUST01893,PROD05476,2024-02-17,16:48:32,3,FALSE,DP00164
ORD00090,CUST05776,PROD02812,2024-08-02,09:55:35,5,FALSE,DP00031
ORD00091,CUST01270,PROD04646,2024-08-01,00:59:11,4,FALSE,DP00449
ORD00092,CUST07112,PROD02738,2024-06-23,02:33:38,4,FALSE,DP00435
ORD00093,CUST03492,PROD00541,2024-11-14,05:10:26,5,TRUE,DP00222
ORD00094,CUST04533,PROD09531,2024-02-15,22:59:30,1,FALSE,DP00295
ORD00095,CUST07498,PROD09244,2024-07-20,03:39:07,5,TRUE,DP00350
ORD00096,CUST05620,PROD02310,2024-03-15,08:13:19,1,FALSE,DP00393
ORD00097,CUST05978,PROD06433,2024-02-26,17:18:21,2,FALSE,DP00478
ORD00098,CUST04118,PROD09376,2024-12-29,00:15:11,1,FALSE,DP00250
ORD00099,CUST02577,PROD03381,2024-03-13,16:58:43,5,FALSE,DP00033
ORD00100,CUST03163,PROD02603,2024-06-25,21:04:56,1,TRUE,DP00174
ORD00101,CUST04252,PROD07722,2024-07-01,06:21:20,3,FALSE,DP00077
ORD00102,CUST02503,PROD01032,2024-11-28,13:45:02,3,FALSE,DP00441
ORD00103,CUST00267,PROD00192,2024-04-16,11:03:47,5,FALSE,DP00460
ORD00104,CUST01457,PROD00612,2024-06-30,18:29:38,5,FALSE,DP00347
ORD00105,CUST04122,PROD09549,2024-09-30,22:33:33,2,TRUE,DP00369
ORD00106,CUST04895,PROD02933,2024-12-31,17:19:23,1,TRUE,DP00087
ORD00107,CUST09118,PROD09708,2024-10-21,22:12:06,2,FALSE,DP00426
ORD00108,CUST09778,PROD01671,2024-04-28,16:32:06,3,FALSE,DP00489
ORD00109,CUST09275,PROD09734,2024-04-25,10:12:15,3,FALSE,DP00156
ORD00110,CUST06147,PROD06499,2024-05-25,19:20:41,1,FALSE,DP00411
ORD00111,CUST08829,PROD09581,2024-07-01,05:04:25,1,FALSE,DP00248
ORD00112,CUST03287,PROD02556,2024-03-22,07:38:24,3,FALSE,DP00004
ORD00113,CUST01575,PROD03878,2024-05-23,11:18:13,4,FALSE,DP00493
ORD00114,CUST00971,PROD05583,2024-01-19,23:41:57,5,TRUE,DP00263
ORD00115,CUST00701,PROD06513,2024-12-02,05:56:42,1,FALSE,DP00311
ORD00116,CUST04373,PROD08621,2024-08-06,17:40:28,4,TRUE,DP00217
ORD00117,CUST02157,PROD06524,2024-10-22,11:17:20,5,FALSE,DP00003
ORD00118,CUST05143,PROD08961,2024-03-15,10:50:46,5,TRUE,DP00048
ORD00119,CUST00742,PROD00964,2024-03-05,20:58:12,4,FALSE,DP00433
ORD00120,CUST04230,PROD03615,2024-05-24,16:29:04,5,FALSE,DP00375
ORD00121,CUST01723,PROD00405,2024-05-28,22:18:05,1,FALSE,DP00452
ORD00122,CUST00842,PROD03470,2024-05-11,12:17:08,3,FALSE,DP00438
ORD00123,CUST01281,PROD06462,2024-07-20,06:20:09,3,FALSE,DP00288
ORD00124,CUST03589,PROD06196,2024-04-15,22:37:09,3,FALSE,DP00045
ORD00125,CUST04122,PROD05816,2024-12-15,01:50:40,3,TRUE,DP00004
ORD00126,CUST07322,PROD03113,2024-05-23,06:10:25,1,TRUE,DP00184
ORD00127,CUST04952,PROD06988,2024-05-30,14:30:55,2,FALSE,DP00359
ORD00128,CUST08896,PROD08632,2024-04-08,15:58:07,1,FALSE,DP00377
ORD00129,CUST05013,PROD08715,2024-02-23,14:39:30,1,TRUE,DP00143
ORD00130,CUST02908,PROD03428,2024-07-07,01:11:41,4,FALSE,DP00463
ORD00131,CUST03810,PROD09198,2024-09-01,10:31:28,2,TRUE,DP00470
ORD00132,CUST03841,PROD05894,2024-09-13,13:10:20,2,TRUE,DP00422
ORD00133,CUST07487,PROD01761,2024-03-02,03:05:20,1,FALSE,DP00067
ORD00134,CUST04960,PROD00230,2024-08-18,22:12:57,1,FALSE,DP00227
ORD00135,CUST07132,PROD06602,2024-10-06,04:08:33,2,FALSE,DP00272
ORD00136,CUST07351,PROD07994,2024-04-01,04:48:42,5,TRUE,DP00317
ORD00137,CUST05136,PROD04139,2024-10-09,22:22:39,1,FALSE,DP00070
ORD00138,CUST06275,PROD03558,2024-11-07,05:39:26,3,FALSE,DP00271
ORD00139,CUST07914,PROD00751,2024-12-03,03:19:55,5,FALSE,DP00004
ORD00140,CUST06685,PROD00723,2024-09-19,04:51:42,3,FALSE,DP00019
ORD00141,CUST06500,PROD03270,2024-12-05,10:48:38,5,FALSE,DP00269
ORD00142,CUST01702,PROD00289,2024-07-28,23:15:35,1,FALSE,DP00044
ORD00143,CUST06484,PROD09308,2024-05-15,08:25:08,4,FALSE,DP00076
ORD00144,CUST02360,PROD06425,2024-11-16,11:33:06,3,FALSE,DP00214
ORD00145,CUST01105,PROD05446,2024-10-25,14:20:21,3,TRUE,DP00428
ORD00146,CUST02656,PROD02343,2024-02-17,20:01:10,4,TRUE,DP00042
ORD00147,CUST04789,PROD07928,2024-09-22,03:35:34,1,TRUE,DP00261
ORD00148,CUST08815,PROD08403,2024-06-28,11:23:22,2,TRUE,DP00106
ORD00149,CUST09013,PROD03509,2024-07-23,03:05:10,1,FALSE,DP00390
ORD00150,CUST07768,PROD01385,2024-04-19,14:16:42,3,FALSE,DP00081
ORD00151,CUST04482,PROD03917,2024-05-09,08:26:50,2,FALSE,DP00079
ORD00152,CUST07685,PROD05050,2024-01-19,10:29:48,1,FALSE,DP00418
ORD00153,CUST08367,PROD03236,2024-11-08,00:25:39,2,FALSE,DP00176
ORD00154,CUST02850,PROD03363,2024-12-20,08:39:13,1,TRUE,DP00157
ORD00155,CUST06339,PROD08421,2024-06-20,01:06:09,2,TRUE,DP00080
ORD00156,CUST04833,PROD08076,2024-12-03,05:03:03,3,FALSE,DP00307
ORD00157,CUST03830,PROD01399,2024-07-31,11:56:30,1,FALSE,DP00223
ORD00158,CUST09914,PROD08625,2024-09-04,04:52:05,2,FALSE,DP00080
ORD00159,CUST07352,PROD07133,2024-02-25,08:25:11,1,FALSE,DP00292
ORD00160,CUST01821,PROD04340,2024-03-16,13:44:39,5,FALSE,DP00039
ORD00161,CUST01700,PROD00708,2024-07-23,21:01:08,5,TRUE,DP00175
ORD00162,CUST08019,PROD08177,2024-06-13,21:32:45,1,FALSE,DP00232
ORD00163,CUST07630,PROD02520,2024-01-29,11:32:09,4,FALSE,DP00257
ORD00164,CUST02303,PROD06699,2024-11-27,18:14:19,3,FALSE,DP00042
ORD00165,CUST07735,PROD03989,2024-04-08,14:25:42,3,FALSE,DP00222
ORD00166,CUST02118,PROD01793,2024-03-21,09:16:59,2,FALSE,DP00376
ORD00167,CUST09513,PROD09725,2024-11-27,06:27:04,4,FALSE,DP00232
ORD00168,CUST06331,PROD02814,2024-04-23,01:53:05,1,FALSE,DP00407
ORD00169,CUST02482,PROD05073,2024-07-29,20:04:53,1,TRUE,
ORD00170,CUST09751,PROD02860,2024-02-03,01:48:24,1,TRUE,DP00115
ORD00171,CUST00841,PROD00879,2024-02-11,03:21:22,1,FALSE,DP00005
ORD00172,CUST03034,PROD05093,2024-06-17,11:20:07,1,TRUE,DP00302
ORD00173,CUST03822,PROD06315,2024-08-21,09:31:37,4,FALSE,DP00284
ORD00174,CUST03564,PROD03232,2024-02-04,14:26:19,1,TRUE,DP00275
ORD00175,CUST00185,PROD00290,2024-03-09,22:16:13,1,FALSE,DP00084
ORD00176,CUST06685,PROD09899,2024-04-27,17:44:33,3,FALSE,DP00022
ORD00177,CUST03264,PROD09439,2024-06-30,03:41:24,5,FALSE,DP00287
ORD00178,CUST06833,PROD04790,2024-12-11,17:21:14,3,TRUE,DP00262
ORD00179,CUST09514,PROD01788,2024-11-23,13:14:11,2,FALSE,DP00185
ORD00180,CUST07267,PROD04453,2024-11-09,21:00:52,4,TRUE,DP00233
ORD00181,CUST02484,PROD03812,2024-09-20,02:08:30,3,FALSE,DP00204
ORD00182,CUST05461,PROD00340,2024-04-24,04:13:11,1,TRUE,DP00498
ORD00183,CUST02524,PROD05648,2024-01-28,12:47:14,5,TRUE,DP00213
ORD00184,CUST04900,PROD01902,2025-01-01,18:00:57,5,FALSE,DP00490
ORD00185,CUST00469,PROD04867,2024-01-19,04:11:55,3,TRUE,DP00259
ORD00186,CUST01023,PROD06300,2024-09-26,19:38:22,1,FALSE,DP00230
ORD00187,CUST00040,PROD04067,2024-06-30,18:28:39,5,FALSE,DP00135
ORD00188,CUST04407,PROD02951,2024-06-23,02:24:07,5,FALSE,DP00356
ORD00189,CUST09446,PROD07705,2024-11-26,13:01:17,4,FALSE,DP00492
ORD00190,CUST02033,PROD09710,2024-07-11,18:57:04,5,TRUE,DP00211
ORD00191,CUST07749,PROD07713,2024-09-28,04:46:19,1,FALSE,DP00315
ORD00192,CUST00492,PROD07973,2024-05-21,02:33:37,2,FALSE,DP00174
ORD00193,CUST06263,PROD00161,2024-02-14,10:37:28,1,TRUE,DP00002
ORD00194,CUST06213,PROD05325,2024-06-19,04:45:58,4,FALSE,DP00257
ORD00195,CUST03984,PROD01325,2024-10-22,08:55:13,1,FALSE,DP00302
ORD00196,CUST02261,PROD03944,2024-11-14,06:31:49,5,FALSE,DP00010
ORD00197,CUST06780,PROD09117,2024-09-19,01:55:00,3,FALSE,DP00385
ORD00198,CUST09728,PROD07171,2024-01-31,02:17:35,1,TRUE,DP00347
ORD00199,CUST01568,PROD00310,2024-07-11,22:23:56,3,FALSE,DP00233
ORD00200,CUST04796,PROD01833,2024-08-01,12:20:40,2,FALSE,DP00476
ORD00201,CUST00031,PROD00162,2024-05-20,01:43:26,5,FALSE,DP00436
ORD00202,CUST05630,PROD01981,2024-11-27,21:42:18,3,FALSE,DP00446
ORD00203,CUST07606,PROD05516,2024-04-06,15:56:37,4,TRUE,DP00391
ORD00204,CUST08013,PROD00438,2024-07-12,19:58:47,1,FALSE,DP00498
ORD00205,CUST06864,PROD01114,2024-12-12,04:13:02,3,FALSE,DP00436
ORD00206,CUST07500,PROD02187,2024-07-25,21:51:09,1,FALSE,DP00025
ORD00207,CUST01254,PROD05036,2024-11-28,17:20:37,1,TRUE,DP00416
ORD00208,CUST01505,PROD09213,2024-09-24,15:36:13,1,FALSE,DP00467
ORD00209,CUST00359,PROD08224,2024-06-14,06:38:34,5,TRUE,DP00429
ORD00210,CUST09438,PROD05113,2024-08-01,11:27:24,1,TRUE,DP00155
ORD00211,CUST00783,PROD00047,2024-08-25,17:34:42,2,FALSE,DP00388
ORD00212,CUST01862,PROD03724,2024-05-18,10:25:56,4,TRUE,DP00496
ORD00213,CUST02193,PROD07125,2024-07-05,02:27:00,5,FALSE,DP00363
ORD00214,CUST03812,PROD00567,2024-01-14,18:03:25,1,FALSE,DP00121
ORD00215,CUST00270,PROD01710,2024-12-03,15:59:52,5,FALSE,DP00068
ORD00216,CUST03855,PROD03336,2025-01-03,22:14:08,2,FALSE,DP00485
ORD00217,CUST05526,PROD08476,2024-06-28,02:57:11,2,FALSE,DP00155
ORD00218,CUST01688,PROD09218,2024-08-25,08:15:54,2,FALSE,DP00337
ORD00219,CUST00945,PROD09660,2024-10-09,12:08:22,3,FALSE,DP00141
ORD00220,CUST03699,PROD01036,2024-03-08,23:23:24,3,FALSE,DP00082
ORD00221,CUST05549,PROD01676,2024-11-26,16:15:08,4,FALSE,DP00390
ORD00222,CUST08021,PROD00766,2024-09-28,21:02:17,4,FALSE,DP00280
ORD00223,CUST05265,PROD03068,2024-12-05,13:36:54,4,FALSE,DP00054
ORD00224,CUST06251,PROD02194,2024-12-13,11:38:58,2,TRUE,DP00151
ORD00225,CUST03244,PROD06031,2024-10-17,03:25:06,3,FALSE,DP00147
ORD00226,CUST08100,PROD04142,2024-06-22,04:11:02,5,FALSE,DP00269
ORD00227,CUST02236,PROD04672,2024-10-09,02:29:43,5,FALSE,DP00294
ORD00228,CUST03807,PROD08572,2024-05-21,23:52:36,5,FALSE,DP00368
ORD00229,CUST08872,PROD09104,2024-08-04,05:09:36,5,TRUE,DP00315
ORD00230,CUST01733,PROD09999,2024-09-09,11:46:54,4,FALSE,DP00174
ORD00231,CUST02951,PROD04804,2024-02-29,12:29:30,1,TRUE,DP00272
ORD00232,CUST09133,PROD02874,2024-03-24,03:41:16,3,FALSE,DP00382
ORD00233,CUST08896,PROD09097,2024-01-24,12:32:22,2,FALSE,DP00411
ORD00234,CUST00422,PROD08195,2024-05-29,02:40:08,2,FALSE,DP00215
ORD00235,CUST09087,PROD07718,2024-02-12,16:46:21,4,FALSE,DP00450
ORD00236,CUST09475,PROD09928,2024-01-09,19:50:21,4,TRUE,DP00275
ORD00237,CUST06355,PROD00979,2024-02-28,01:59:53,5,FALSE,DP00070
ORD00238,CUST03998,PROD01031,2024-06-13,18:24:38,5,TRUE,DP00216
ORD00239,CUST06220,PROD01795,2024-04-17,15:21:36,5,TRUE,DP00081
ORD00240,CUST04178,PROD00559,2024-06-21,06:21:58,1,FALSE,DP00475
ORD00241,CUST06081,PROD05525,2024-12-28,07:51:52,2,FALSE,DP00415
ORD00242,CUST09606,PROD02519,2024-07-27,22:43:28,1,FALSE,DP00029
ORD00243,CUST07547,PROD05816,2025-01-02,01:06:20,1,FALSE,DP00212
ORD00244,CUST09752,PROD07147,2024-01-08,00:12:26,4,FALSE,DP00175
ORD00245,CUST06034,PROD04774,2024-02-18,17:54:39,2,FALSE,DP00318
ORD00246,CUST07274,PROD08037,2024-08-16,05:52:25,2,TRUE,DP00493
ORD00247,CUST07760,PROD04692,2024-05-03,18:34:24,3,FALSE,DP00065
ORD00248,CUST00091,PROD02398,2024-11-13,10:14:38,5,FALSE,DP00086
ORD00249,CUST07806,PROD00359,2024-08-24,19:54:27,4,FALSE,DP00469
ORD00250,CUST01670,PROD01011,2024-12-14,00:58:56,1,FALSE,DP00370
ORD00251,CUST00420,PROD08762,2024-02-20,16:54:00,3,FALSE,DP00257
ORD00252,CUST05509,PROD04608,2024-10-05,10:36:25,4,FALSE,DP00212
ORD00253,CUST04139,PROD02075,2024-11-21,00:02:20,2,FALSE,DP00463
ORD00254,CUST01887,PROD05022,2024-11-22,02:43:13,3,FALSE,DP00426
ORD00255,CUST07738,PROD08802,2024-08-13,15:57:22,4,FALSE,DP00246
ORD00256,CUST06961,PROD08560,2025-01-02,04:49:17,2,FALSE,DP00330
ORD00257,CUST03544,PROD06363,2024-08-12,04:52:30,4,FALSE,DP00032
ORD00258,CUST04077,PROD04814,2024-04-15,13:09:48,1,TRUE,DP00250
ORD00259,CUST05365,PROD06689,2024-10-13,08:15:01,4,FALSE,DP00254
ORD00260,CUST09423,PROD04242,2024-05-03,17:11:06,1,FALSE,DP00072
ORD00261,CUST08116,PROD07608,2024-01-21,01:27:07,4,TRUE,DP00040
ORD00262,CUST09379,PROD08862,2024-03-07,19:20:19,5,FALSE,DP00128
ORD00263,CUST08285,PROD00021,2024-12-30,10:57:51,2,FALSE,DP00235
ORD00264,CUST07760,PROD01805,2024-02-08,08:44:25,3,TRUE,DP00267
ORD00265,CUST06426,PROD08697,2024-02-08,19:37:24,3,FALSE,DP00204
ORD00266,CUST08275,PROD05770,2024-08-14,13:16:58,2,TRUE,DP00171
ORD00267,CUST08609,PROD07567,2024-08-22,09:30:51,4,FALSE,DP00089
ORD00268,CUST05300,PROD09954,2024-09-07,05:15:15,1,FALSE,DP00010
ORD00269,CUST01662,PROD07126,2024-11-11,10:28:09,5,FALSE,DP00188
ORD00270,CUST00059,PROD06994,2024-10-08,06:59:15,4,FALSE,DP00163
ORD00271,CUST07788,PROD09869,2024-06-03,20:18:13,2,FALSE,DP00219
ORD00272,CUST03815,PROD00945,2024-11-19,16:21:36,3,,DP00351
ORD00273,CUST08110,PROD09968,2024-05-08,00:04:54,2,FALSE,DP00041
ORD00274,CUST08394,PROD08079,2024-06-06,14:26:35,2,FALSE,DP00269
ORD00275,CUST00809,PROD01382,2024-03-31,07:01:45,2,FALSE,DP00034
ORD00276,CUST04017,PROD03440,2024-11-23,15:32:36,3,FALSE,DP00193
ORD00277,CUST05342,PROD06320,2024-10-10,15:24:56,4,TRUE,DP00401
ORD00278,CUST09225,PROD08145,2024-08-16,21:21:57,2,FALSE,DP00042
ORD00279,CUST04974,PROD05955,2024-07-23,21:19:21,2,TRUE,DP00314
ORD00280,CUST02434,PROD03055,2024-06-21,23:06:17,3,FALSE,DP00061
ORD00281,CUST09796,PROD03017,2024-03-31,04:55:24,4,FALSE,DP00022
ORD00282,CUST02511,PROD00661,2024-02-20,03:00:42,2,FALSE,DP00033
ORD00283,CUST04978,PROD06499,2024-11-17,21:37:50,4,FALSE,DP00240
ORD00284,CUST04153,PROD08218,2024-10-19,20:10:42,4,FALSE,DP00057
ORD00285,CUST02262,PROD08131,2024-08-01,00:06:14,2,FALSE,DP00116
ORD00286,CUST08638,PROD09460,2024-09-22,17:29:23,3,TRUE,DP00236
ORD00287,CUST03045,PROD09351,2024-03-25,13:51:22,4,FALSE,DP00371
ORD00288,CUST01417,PROD09725,2024-12-04,16:07:40,5,FALSE,DP00078
ORD00289,CUST03777,PROD05848,2024-10-27,23:56:18,4,FALSE,DP00089
ORD00290,CUST04556,PROD02531,2024-09-02,15:09:32,1,TRUE,DP00198
ORD00291,CUST08318,PROD07831,2024-04-26,08:55:51,4,TRUE,DP00373
ORD00292,CUST08046,PROD05935,2025-01-04,11:47:12,3,FALSE,DP00368
ORD00293,CUST08244,PROD06332,2024-07-22,06:29:31,5,FALSE,DP00363
ORD00294,CUST03738,PROD06925,2025-01-04,00:38:35,4,FALSE,DP00102
ORD00295,CUST02595,PROD00637,2024-04-21,01:48:53,3,TRUE,DP00407
ORD00296,CUST07983,PROD09657,2024-07-26,20:05:04,4,,DP00018
ORD00297,CUST03331,PROD01431,2024-08-25,13:10:53,3,TRUE,DP00052
ORD00298,CUST00936,PROD00735,2024-10-27,02:06:47,5,FALSE,DP00048
ORD00299,CUST00369,PROD04636,2024-04-23,21:25:08,2,FALSE,DP00132
ORD00300,CUST07306,PROD07452,2024-01-15,21:52:13,2,FALSE,DP00378
ORD00301,CUST01724,PROD02794,2024-04-18,01:21:48,1,FALSE,DP00196
ORD00302,CUST04884,PROD01672,2024-02-10,01:52:16,5,FALSE,DP00319
ORD00303,CUST06653,PROD05886,2024-03-09,04:55:16,4,FALSE,DP00069
ORD00304,CUST04151,PROD00469,2024-12-31,07:29:34,5,TRUE,DP00198
ORD00305,CUST08647,PROD08244,2024-09-02,08:43:56,1,TRUE,DP00386
ORD00306,CUST07166,PROD07247,2024-12-06,00:54:12,3,FALSE,DP00488
ORD00307,CUST00532,PROD01836,2025-01-03,11:25:43,5,FALSE,DP00186
ORD00308,CUST06973,PROD01374,2024-05-26,20:11:11,1,FALSE,DP00399
ORD00309,CUST04576,PROD09873,2024-11-24,00:01:23,3,FALSE,DP00259
ORD00310,CUST04885,PROD02879,2024-07-05,10:19:04,4,FALSE,DP00246
ORD00311,CUST05946,PROD09258,2025-01-01,06:22:57,5,TRUE,DP00266
ORD00312,CUST06383,PROD05149,2024-07-21,17:51:21,2,FALSE,DP00076
ORD00313,CUST03856,PROD08170,2024-09-27,18:51:12,3,FALSE,DP00204
ORD00314,CUST09878,PROD03619,2024-05-14,09:41:48,2,FALSE,DP00277
ORD00315,CUST09825,PROD03791,2024-03-20,03:31:28,4,FALSE,DP00404
ORD00316,CUST09139,PROD07463,2024-08-27,09:58:10,2,FALSE,DP00083
ORD00317,CUST08492,PROD04881,2024-01-20,10:35:46,3,TRUE,DP00125
ORD00318,CUST06692,PROD07939,2024-07-24,01:12:52,4,FALSE,DP00362
ORD00319,CUST02966,PROD08549,2024-04-03,15:08:34,3,TRUE,DP00114
ORD00320,CUST01706,PROD00058,2024-01-20,13:59:17,2,TRUE,DP00276
ORD00321,CUST00176,PROD09454,2024-04-06,20:24:28,3,FALSE,DP00248
ORD00322,CUST00732,PROD03125,2024-04-10,19:12:11,4,FALSE,DP00402
ORD00323,CUST03985,PROD09292,2024-04-05,13:05:20,3,FALSE,DP00484
ORD00324,CUST04687,PROD04864,2024-11-21,03:48:29,4,FALSE,DP00251
